congress,district,state,party,name,dwnom1,dwnom2
82,6,KENTUCK,Democrat,WATTS,-0.134000003,0.532000005
82,7,KENTUCK,Democrat,PERKINS,-0.307000011,0.354000002
82,8,KENTUCK,Democrat,BATES  J.,-0.232999995,0.781000018
82,9,KENTUCK,Republican,GOLDEN,0.259000003,-0.230000004
82,1,LOUISIA,Democrat,HEBERT,-0.002,0.68900001
82,2,LOUISIA,Democrat,BOGGS,-0.181999996,0.601999998
82,3,LOUISIA,Democrat,WILLIS,-0.039000001,1.001999974
82,4,LOUISIA,Democrat,BROOKS,-0.026000001,0.860000014
82,5,LOUISIA,Democrat,PASSMAN,0.059999999,0.910000026
82,6,LOUISIA,Democrat,MORRISON,-0.128000006,0.624000013
82,7,LOUISIA,Democrat,LARCADE,0.034000002,0.902999997
82,8,LOUISIA,Democrat,ALLEN,0.011,0.84799999
82,1,MAINE,Republican,HALE,0.181999996,-0.386000007
82,2,MAINE,Republican,NELSON,0.233999997,-0.518999994
82,3,MAINE,Republican,FELLOWS,0.412,0.01
82,3,MAINE,Republican,MCINTIRE,0.296999991,-0.222000003
82,1,MARYLAN,Republican,MILLER  E.,0.296000004,-0.333000004
82,2,MARYLAN,Republican,DEVEREUX,0.228,-0.479999989
82,3,MARYLAN,Democrat,GARMATZ,-0.214000002,0.059
82,4,MARYLAN,Democrat,FALLON,-0.068000004,0.006
82,5,MARYLAN,Democrat,SASSCER,-0.097000003,0.144999996
82,6,MARYLAN,Republican,BEALL,0.172999993,-0.568000019
82,1,MASSACH,Republican,HESELTON,0.078000002,-0.996999979
82,2,MASSACH,Democrat,FURCOLO,-0.272000015,-0.052000001
82,3,MASSACH,Democrat,PHILBIN,-0.129999995,-0.171000004
82,4,MASSACH,Democrat,DONOHUE,-0.197999999,-0.187000006
82,5,MASSACH,Republican,ROGERS  E.,0.064000003,-0.432999998
82,6,MASSACH,Republican,BATES,0.214000002,-0.610000014
82,7,MASSACH,Democrat,LANE,-0.228,-0.059999999
82,8,MASSACH,Republican,GOODWIN,0.287,-0.742999971
82,9,MASSACH,Republican,NICHOLSON,0.379000008,-0.021
82,10,MASSACH,Republican,HERTER,0.162,-0.708000004
82,11,MASSACH,Democrat,KENNEDY,-0.230000004,-0.197999999
82,12,MASSACH,Democrat,MCCORMACK,-0.268000007,0.137999997
82,13,MASSACH,Republican,WIGGLEWORTH,0.182999998,-0.742999971
82,14,MASSACH,Republican,MARTIN  J.,0.135000005,-0.537999988
82,1,MICHIGA,Democrat,MACHROWICZ,-0.400999993,-0.115999997
82,2,MICHIGA,Republican,MEADER,0.25,-0.556999981
82,3,MICHIGA,Republican,SHAFER,0.521000028,-0.032000002
82,4,MICHIGA,Republican,HOFFMAN,0.665000021,0.032000002
82,5,MICHIGA,Republican,FORD  G.,0.214000002,-0.606999993
82,6,MICHIGA,Republican,BLACKNEY,0.25,-0.215000004
82,7,MICHIGA,Republican,WOLCOTT,0.319000006,-0.374000013
82,8,MICHIGA,Republican,CRAWFORD,0.453999996,0.089000002
82,9,MICHIGA,Republican,THOMPSON,0.43900001,-0.245000005
82,10,MICHIGA,Republican,WOODRUFF,0.462000012,-0.174999997
82,11,MICHIGA,Republican,POTTER,0.277999997,-0.351000011
82,12,MICHIGA,Republican,BENNETT  J.,0.159999996,-0.107000001
82,13,MICHIGA,Democrat,O'BRIEN  G.,-0.266000003,-0.104000002
82,14,MICHIGA,Democrat,RABAUT,-0.268999994,-0.144999996
82,15,MICHIGA,Democrat,DINGELL,-0.347000003,-0.187999994
82,16,MICHIGA,Democrat,LESINSKI,-0.44600001,0.208000004
82,17,MICHIGA,Republican,DONDERO,0.354000002,-0.214000002
82,1,MINNESO,Republican,ANDRESEN,0.335999995,-0.088
82,2,MINNESO,Republican,O'HARA  J.,0.361999989,0.086999997
82,3,MINNESO,Democrat,WIER,-0.924000025,0.041999999
82,4,MINNESO,Democrat,MCCARTHY,-0.352999985,0.081
82,5,MINNESO,Republican,JUDD,0.107000001,-0.523000002
82,6,MINNESO,Democrat,MARSHALL,-0.160999998,0.270999998
82,7,MINNESO,Republican,ANDERSEN,0.273999989,0.028999999
82,8,MINNESO,Democrat,BLATNIK,-0.481999993,0.209000006
82,9,MINNESO,Republican,HAGEN,0.133000001,0.090999998
82,1,MISSISS,Democrat,RANKIN,0.307999998,0.970000029
82,2,MISSISS,Democrat,WHITTEN,0.046,1.075999975
82,3,MISSISS,Democrat,SMITH  F.,-0.022,0.916999996
82,4,MISSISS,Democrat,ABERNETHY,0.136999995,0.991999984
82,5,MISSISS,Democrat,WINSTEAD,0.135000005,0.989000022
82,6,MISSISS,Democrat,COLMER,0.118000001,0.995999992
82,7,MISSISS,Democrat,WILLIAMS,0.149000004,0.981000006
82,1,MISSOUR,Democrat,MAGEE,-0.314999998,0.708000004
82,2,MISSOUR,Democrat,MOULDER,-0.193000004,0.365999997
82,3,MISSOUR,Democrat,WELCH  P.,-0.303000003,0.199000001
82,4,MISSOUR,Democrat,IRVING,-0.257999986,-0.324999988
82,5,MISSOUR,Democrat,BOLLING,-0.458999991,0.236000001
82,6,MISSOUR,Republican,ARMSTRONG,0.264999986,-0.195999995
82,7,MISSOUR,Republican,SHORT,0.430999994,0.143999994
82,8,MISSOUR,Democrat,CARNAHAN,-0.316000015,0.182999998
82,9,MISSOUR,Democrat,CANNON,-0.079999998,0.405999988
82,10,MISSOUR,Democrat,JONES  P.,-0.126000002,0.790000021
82,11,MISSOUR,Republican,BAKEWELL,0.039000001,-0.907000005
82,12,MISSOUR,Republican,CURTIS,0.293000013,-0.693000019
82,13,MISSOUR,Democrat,KARSTEN,-0.444999993,0.067000002
82,1,MONTANA,Democrat,MANSFIELD,-0.298000008,0.157000005
82,2,MONTANA,Republican,D'EWART,0.303000003,-0.037999999
82,1,NEBRASK,Republican,CURTIS,0.397000015,0.008
82,2,NEBRASK,Republican,BUFFETT,0.575999975,-0.163000003
82,3,NEBRASK,Republican,STEFAN,0.301999986,-0.018999999
82,3,NEBRASK,Republican,HARRISON,0.414000005,-0.143000007
82,4,NEBRASK,Republican,MILLER,0.360000014,0.029999999
82,1,NEVADA,Democrat,BARING,-0.160999998,0.261999995
82,1,NEW HAM,Republican,MERROW,0.097000003,-0.323000014
82,2,NEW HAM,Republican,COTTON,0.243000001,-0.412999988
82,1,NEW JER,Republican,WOLVERTON,0.034000002,-0.666999996
82,2,NEW JER,Republican,HAND,0.206,-0.773999989
82,3,NEW JER,Republican,AUCHINCLOSS,0.182999998,-0.563000023
82,4,NEW JER,Democrat,HOWELL,-0.312000006,-0.157000005
82,5,NEW JER,Republican,EATON,0.177000001,-0.112000003
82,6,NEW JER,Republican,CASE,-0.037,-0.885999978
82,7,NEW JER,Republican,WIDNALL,0.141000003,-0.65200001
82,8,NEW JER,Republican,CANFIELD,-0.009,-0.999000013
82,9,NEW JER,Republican,TOWE,0.340000004,-0.528999984
82,9,NEW JER,Republican,OSMERS,0.175999999,-0.785000026
82,10,NEW JER,Democrat,RODINO,-0.331,-0.170000002
82,11,NEW JER,Democrat,ADDONIZIO,-0.349000007,-0.204999998
82,12,NEW JER,Republican,KEAN,0.163000003,-1.113999963
82,13,NEW JER,Democrat,SIEMINSKI,-0.337000012,0.045000002
82,14,NEW JER,Democrat,HART,-0.256999999,-0.189999998
82,98,NEW MEX,Democrat,FERNANDEZ,-0.052000001,0.421000004
82,98,NEW MEX,Democrat,DEMPSEY,-0.064999998,0.340000004
82,1,NEW YOR,Democrat,GREENWOOD,-0.116999999,-0.018999999
82,2,NEW YOR,Republican,HALL  L.W.,0.224000007,-0.565999985
82,3,NEW YOR,Republican,LATHAM,0.224000007,-0.628000021
82,4,NEW YOR,Democrat,CLEMENTE,-0.287999988,-0.240999997
82,5,NEW YOR,Democrat,QUINN,-0.252999991,-0.412
82,5,NEW YOR,Republican,ROSS,0.204999998,-0.83099997
82,6,NEW YOR,Democrat,DELANEY,-0.233999997,0.064000003
82,7,NEW YOR,Democrat,HELLER,-0.456999987,-0.035
82,8,NEW YOR,Democrat,ANFUSO,-0.451000005,0.108999997
82,9,NEW YOR,Democrat,KEOGH,-0.356999993,0.079999998
82,10,NEW YOR,Democrat,KELLY,-0.326000005,-0.116999999
82,11,NEW YOR,Democrat,HEFFERNAN,-0.331,-0.215000004
82,12,NEW YOR,Democrat,ROONEY,-0.363000005,0.143000007
82,13,NEW YOR,Democrat,O'TOOLE,-0.321999997,-0.375999987
82,14,NEW YOR,Democrat,MULTER,-0.558000028,0.104999997
82,15,NEW YOR,Democrat,CELLER,-0.421000004,-0.165999994
82,16,NEW YOR,Democrat,MURPHY,-0.333999991,0.029999999
82,17,NEW YOR,Republican,COUDERT,0.199000001,-0.915000021
82,18,NEW YOR,Democrat,DONOVAN,-0.066,-0.202000007
82,19,NEW YOR,Democrat,KLEIN,-0.667999983,-0.108000003
82,20,NEW YOR,Democrat,ROOSEVELT,-0.584999979,-0.059999999
82,21,NEW YOR,Republican,JAVITS,-0.231999993,-0.97299999
82,22,NEW YOR,Democrat,POWELL,-1.078999996,-0.458000004
82,23,NEW YOR,Democrat,FINE,-0.676999986,-0.068000004
82,24,NEW YOR,Democrat,DOLLINGER,-0.60799998,-0.277999997
82,25,NEW YOR,Democrat,BUCKLEY,-0.425000012,0.093000002
82,26,NEW YOR,Democrat,MCGRATH,-0.317000002,-0.250999987
82,27,NEW YOR,Republican,GWINN,0.423000008,-0.377999991
82,28,NEW YOR,Republican,GAMBLE,0.238000005,-0.666999996
82,29,NEW YOR,Republican,ST.GEORGE,0.342999995,-0.722000003
82,30,NEW YOR,Republican,WHARTON,0.439999998,-0.545000017
82,31,NEW YOR,Republican,KEARNEY,0.201000005,-0.609000027
82,32,NEW YOR,Democrat,BYRNE,-0.316000015,0.025
82,32,NEW YOR,Democrat,O'BRIEN,-0.172000006,-0.181999996
82,33,NEW YOR,Republican,TAYLOR,0.191,-0.652999997
82,34,NEW YOR,Republican,KILBURN,0.328999996,-0.112000003
82,35,NEW YOR,Republican,WILLIAMS,0.328000009,-0.55400002
82,36,NEW YOR,Republican,RIEHLMAN,0.187999994,-0.68599999
82,37,NEW YOR,Republican,HALL  E.A.,0.126000002,-0.786000013
82,38,NEW YOR,Republican,TABER,0.537,-0.430999994
82,39,NEW YOR,Republican,COLE,0.264999986,-0.27700001
82,40,NEW YOR,Republican,KEATING,0.152999997,-0.935000002
82,41,NEW YOR,Republican,OSTERTAG,0.231000006,-0.698000014
82,42,NEW YOR,Republican,MILLER  W.,0.238999993,-0.601999998
82,43,NEW YOR,Republican,RADWAN,0.136999995,-0.698000014
82,44,NEW YOR,Republican,BUTLER  J.,0.326000005,-0.805000007
82,45,NEW YOR,Republican,REED  D.,0.529999971,-0.224000007
82,1,NORTH C,Democrat,BONNER,-0.052000001,0.98299998
82,2,NORTH C,Democrat,KERR,-0.082000002,0.805999994
82,3,NORTH C,Democrat,BARDEN,0.107000001,1.004999995
82,4,NORTH C,Democrat,COOLEY,-0.103,0.819000006
82,5,NORTH C,Democrat,CHATHAM,0.008,0.755999982
82,6,NORTH C,Democrat,DURHAM,-0.032000002,0.776000023
82,7,NORTH C,Democrat,CARLYLE,0.037999999,0.885999978
82,8,NORTH C,Democrat,DEANE,-0.215000004,0.643000007
82,9,NORTH C,Democrat,DOUGHTON,0.123000003,1.01699996
82,10,NORTH C,Democrat,JONES  H.C.,-0.021,0.839999974
82,11,NORTH C,Democrat,JONES  W.W.,0.162,0.986999989
82,12,NORTH C,Democrat,REDDEN,0.02,0.838
82,98,NORTH D,Republican,AANDAHL,0.238000005,-0.028999999
82,98,NORTH D,Republican,BURDICK,0.027000001,-0.037
82,1,OHIO,Republican,ELSTON,0.344999999,-0.591000021
82,2,OHIO,Republican,HESS,0.312000006,-0.536000013
82,3,OHIO,Democrat,BREEN,-0.264999986,-0.035
82,3,OHIO,Republican,SCHENCK,0.279000014,-0.393000007
82,4,OHIO,Republican,MCCULLOCH,0.335999995,-0.319000006
82,5,OHIO,Republican,CLEVENGER,0.566999972,-0.182999998
82,6,OHIO,Democrat,POLK,-0.090000004,0.192000002
82,7,OHIO,Republican,BROWN,0.363999993,-0.211999997
82,8,OHIO,Republican,BETTS,0.36500001,-0.208000004
82,9,OHIO,Other,REAMS,-0.096000001,-0.075999998
82,10,OHIO,Republican,JENKINS,0.330000013,-0.287999988
82,11,OHIO,Republican,BREHM,0.273999989,-0.152999997
82,12,OHIO,Republican,VORYS,0.261999995,-0.577000022
82,13,OHIO,Republican,WEICHEL,0.261000007,-0.321999997
82,14,OHIO,Republican,AYRES,0.158999994,-0.634000003
82,15,OHIO,Democrat,SECREST,-0.028999999,0.159999996
82,16,OHIO,Republican,BOW,0.404000014,-0.248999998
82,17,OHIO,Republican,MCGREGOR,0.395000011,-0.330000013
82,18,OHIO,Democrat,HAYS,-0.166999996,0.055
82,19,OHIO,Democrat,KIRWAN,-0.307000011,0.023
82,20,OHIO,Democrat,FEIGHAN,-0.254999995,-0.030999999
82,21,OHIO,Democrat,CROSSER,-0.317000002,-0.469000012
82,22,OHIO,Republican,BOLTON,0.210999995,-0.595000029
82,99,OHIO,Republican,BENDER,0.143000007,-0.920000017
82,1,OKLAHOM,Republican,SCHWABE,0.555000007,0.150000006
82,2,OKLAHOM,Democrat,STIGLER,-0.196999997,0.465999991
82,3,OKLAHOM,Democrat,ALBERT,-0.241999999,0.713999987
82,4,OKLAHOM,Democrat,STEED,-0.160999998,0.676999986
82,5,OKLAHOM,Democrat,JARMAN,-0.074000001,0.574999988
82,6,OKLAHOM,Democrat,MORRIS,-0.166999996,0.57099998
82,7,OKLAHOM,Democrat,WICKERSHAM,-0.134000003,0.609000027
82,8,OKLAHOM,Republican,BELCHER,0.300999999,0.013
82,1,OREGON,Republican,NORBLAD,0.184,-0.232999995
82,2,OREGON,Republican,STOCKMAN,0.145999998,0.077
82,3,OREGON,Republican,ANGELL,0.057999998,-0.49000001
82,4,OREGON,Republican,ELLSWORTH,0.257999986,-0.202000007
82,1,PENNSYL,Democrat,BARRETT,-0.414999992,0.050000001
82,2,PENNSYL,Democrat,GRANAHAN,-0.405999988,-0.104999997
82,3,PENNSYL,Republican,SCOTT  HARD,0.174999997,-0.88499999
82,4,PENNSYL,Democrat,CHUDOFF,-0.552999973,-0.289999992
82,5,PENNSYL,Democrat,GREEN,-0.448000014,-0.294
82,6,PENNSYL,Republican,SCOTT  HUGH,0.114,-0.912
82,7,PENNSYL,Republican,JAMES,0.252000004,-0.514999986
82,8,PENNSYL,Republican,VAUGHN,0.256999999,-0.503000021
82,8,PENNSYL,Republican,KING  K.,0.379999995,-0.246999994
82,9,PENNSYL,Republican,DAGUE,0.277999997,-0.493000001
82,10,PENNSYL,Democrat,O'NEILL,-0.381000012,0.081
82,11,PENNSYL,Democrat,FLOOD,-0.317000002,0.259000003
82,12,PENNSYL,Republican,FENTON,0.184,-0.524999976
82,13,PENNSYL,Democrat,RHODES,-0.338,-0.068999998
82,14,PENNSYL,Republican,GILLETTE,0.442000002,-0.101000004
82,14,PENNSYL,Republican,CARRIGG,0.111000001,-0.519999981
82,15,PENNSYL,Republican,BUSH,0.351000011,-0.375
82,16,PENNSYL,Republican,MCCONNELL,0.241999999,-0.56400001
82,17,PENNSYL,Republican,SIMPSON,0.370000005,-0.442999989
82,18,PENNSYL,Republican,MUMMA,0.268999994,-0.386999995
82,19,PENNSYL,Republican,GAVIN,0.240999997,-0.237000003
82,20,PENNSYL,Democrat,WALTER,-0.141000003,0.056000002
82,21,PENNSYL,Democrat,LIND,-0.193000004,0.093000002
82,22,PENNSYL,Republican,VAN ZANDT,0.127000004,-0.568000019
82,23,PENNSYL,Republican,SITTLER,0.230000004,-0.903999984
82,24,PENNSYL,Democrat,MORGAN,-0.352999985,0.187000006
82,25,PENNSYL,Republican,GRAHAM,0.291000009,-0.414000005
82,26,PENNSYL,Republican,SAYLOR,0.118000001,-0.324000001
82,27,PENNSYL,Democrat,KELLEY,-0.370999992,-0.048999999
82,28,PENNSYL,Republican,KEARNS,0.218999997,-0.481000006
82,29,PENNSYL,Republican,DENNY,0.193000004,-0.381999999
82,30,PENNSYL,Republican,CORBETT,0.079000004,-0.66900003
82,31,PENNSYL,Republican,FULTON,0.014,-0.693000019
82,32,PENNSYL,Democrat,EBERHARTER,-0.367000014,-0.008
82,33,PENNSYL,Democrat,BUCHANAN  V,-0.501999974,0.147
82,1,RHODE I,Democrat,FORAND,-0.31099999,-0.077
82,2,RHODE I,Democrat,FOGARTY,-0.298999995,-0.319999993
82,1,SOUTH C,Democrat,RIVERS  L.,0.016000001,0.950999975
82,2,SOUTH C,Democrat,RILEY,-0.052000001,0.962000012
82,3,SOUTH C,Democrat,DORN,0.111000001,1.054999948
82,4,SOUTH C,Democrat,BRYSON,0.014,0.871999979
82,5,SOUTH C,Democrat,RICHARDS,-0.064999998,0.990999997
82,6,SOUTH C,Democrat,MCMILLAN,0.030999999,0.995000005
82,1,SOUTH D,Republican,LOVRE,0.298000008,-0.037
82,2,SOUTH D,Republican,BERRY,0.360000014,0.149000004
82,1,TENNESS,Republican,REECE,0.246999994,-0.026000001
82,2,TENNESS,Republican,BAKER  H.,0.142000005,-0.211999997
82,3,TENNESS,Democrat,FRAZIER,-0.143000007,0.828999996
82,4,TENNESS,Democrat,GORE,-0.202000007,0.615999997
82,5,TENNESS,Democrat,EVINS,-0.217999995,0.883000016
82,6,TENNESS,Democrat,PRIEST,-0.215000004,0.649999976
82,7,TENNESS,Democrat,SUTTON,-0.089000002,0.644999981
82,8,TENNESS,Democrat,MURRAY  T.,0.059999999,0.933000028
82,9,TENNESS,Democrat,COOPER,-0.131999999,0.88499999
82,10,TENNESS,Democrat,DAVIS  C.,-0.108000003,0.735000014
82,1,TEXAS,Democrat,PATMAN,-0.296999991,0.875999987
82,2,TEXAS,Democrat,COMBS,-0.233999997,0.75
82,3,TEXAS,Democrat,BECKWORTH,-0.149000004,0.709999979
82,5,TEXAS,Democrat,WILSON  J.,0.162,0.963999987
82,6,TEXAS,Democrat,TEAGUE,0.005,0.992999971
82,7,TEXAS,Democrat,PICKETT,0.112000003,0.994000018
82,8,TEXAS,Democrat,THOMAS,-0.134000003,0.528999984
82,9,TEXAS,Democrat,THOMPSON,-0.150000006,0.815999985
82,10,TEXAS,Democrat,THORNBERRY,-0.175999999,0.875999987
82,11,TEXAS,Democrat,POAGE,0.004,0.930000007
82,12,TEXAS,Democrat,LUCAS,0.112000003,0.990999997
82,13,TEXAS,Democrat,GOSSETT,0.160999998,0.981999993
82,13,TEXAS,Democrat,IKARD,0.024,0.882000029
82,14,TEXAS,Democrat,LYLE,-0.048,0.904999971
82,15,TEXAS,Democrat,BENTSEN,-0.057,0.652999997
82,16,TEXAS,Democrat,REGAN,0.138999999,0.957000017
82,17,TEXAS,Democrat,BURLESON,0.066,0.878000021
82,18,TEXAS,Democrat,ROGERS  W.,0.079000004,1.001000047
82,19,TEXAS,Democrat,MAHON,-0.088,0.86500001
82,20,TEXAS,Democrat,KILDAY,-0.037999999,0.60799998
82,21,TEXAS,Democrat,FISHER,0.119000003,0.89200002
82,1,UTAH,Democrat,GRANGER,-0.252999991,-0.056000002
82,2,UTAH,Democrat,BOSONE,-0.217999995,0.100000001
82,1,VERMONT,Republican,PROUTY,0.123000003,-0.523999989
82,1,VIRGINI,Democrat,ROBESON  E.,0.067000002,0.991999984
82,2,VIRGINI,Democrat,HARDY,-0.068000004,0.765999973
82,3,VIRGINI,Democrat,GARY,-0.017000001,0.662999988
82,4,VIRGINI,Democrat,ABBITT,0.097999997,0.883000016
82,5,VIRGINI,Democrat,STANLEY,0.119000003,0.897000015
82,6,VIRGINI,Democrat,BURTON,-0.028999999,0.801999986
82,7,VIRGINI,Democrat,HARRISON,0.100000001,0.922999978
82,8,VIRGINI,Democrat,SMITH  H.,0.107000001,0.933000028
82,9,VIRGINI,Democrat,FUGATE,-0.086000003,0.791000009
82,1,WASHING,Democrat,MITCHELL,-0.432999998,-0.029999999
82,2,WASHING,Democrat,JACKSON  H.,-0.305000007,0.075999998
82,3,WASHING,Republican,MACK  R.,0.171000004,-0.330000013
82,4,WASHING,Republican,HOLMES,0.064999998,-0.414000005
82,5,WASHING,Republican,HORAN,0.187999994,-0.163000003
82,6,WASHING,Republican,TOLLEFSON,0.039000001,-0.551999986
82,1,WEST VI,Democrat,RAMSAY,-0.414000005,-0.041999999
82,2,WEST VI,Democrat,STAGGERS,-0.280999988,0.263999999
82,3,WEST VI,Democrat,BAILEY,-0.238000005,0.25999999
82,4,WEST VI,Democrat,BURNSIDE,-0.222000003,0.057
82,5,WEST VI,Democrat,KEE  M.E.,-0.330000013,0.414999992
82,6,WEST VI,Democrat,HEDRICK,-0.143999994,-0.011
82,1,WISCONS,Republican,SMITH  L.,0.474000007,-0.068000004
82,2,WISCONS,Republican,DAVIS  G.,0.363000005,-0.307999998
82,3,WISCONS,Republican,WITHROW,0.068999998,-0.145999998
82,4,WISCONS,Democrat,ZABLOCKI,-0.284000009,0.150000006
82,5,WISCONS,Republican,KERSTEN,0.151999995,-0.666999996
82,6,WISCONS,Republican,VAN PELT,0.419,-0.157000005
82,7,WISCONS,Republican,MURRAY,0.215000004,-0.430999994
82,8,WISCONS,Republican,BYRNES,0.354999989,-0.460000008
82,9,WISCONS,Republican,HULL  M.,0.039999999,-0.512000024
82,10,WISCONS,Republican,O'KONSKI,0.112000003,-0.039000001
82,1,WYOMING,Republican,HARRISON  W,0.328000009,-0.104999997
83,0,USA,Republican,EISENHOWER,0.158999994,-0.986999989
83,1,ALABAMA,Democrat,BOYKIN,-0.028000001,0.787999988
83,2,ALABAMA,Democrat,GRANT,-0.017000001,1
83,3,ALABAMA,Democrat,ANDREWS,0.032000002,1.001000047
83,4,ALABAMA,Democrat,ROBERTS,-0.182999998,0.712000012
83,5,ALABAMA,Democrat,RAINS,-0.225999996,0.926999986
83,6,ALABAMA,Democrat,SELDEN,-0.056000002,0.850000024
83,7,ALABAMA,Democrat,ELLIOTT,-0.237000003,0.852999985
83,8,ALABAMA,Democrat,JONES  R.,-0.246000007,0.883000016
83,9,ALABAMA,Democrat,BATTLE,-0.083999999,0.842000008
83,1,ARIZONA,Republican,RHODES  J.,0.246999994,-0.160999998
83,2,ARIZONA,Democrat,PATTEN,-0.033,0.437999994
83,1,ARKANSA,Democrat,GATHINGS,0.088,0.926999986
83,2,ARKANSA,Democrat,MILLS,-0.131999999,0.898000002
83,3,ARKANSA,Democrat,TRIMBLE,-0.272000015,0.908999979
83,4,ARKANSA,Democrat,HARRIS,-0.081,0.898999989
83,5,ARKANSA,Democrat,HAYS  B.,-0.157000005,0.614000022
83,6,ARKANSA,Democrat,NORRELL,0.052999999,0.930000007
83,1,CALIFOR,Republican,SCUDDER,0.275000006,-0.442000002
83,2,CALIFOR,Democrat,ENGLE,-0.143999994,0.120999999
83,3,CALIFOR,Democrat,MOSS  J.,-0.463,0.164000005
83,4,CALIFOR,Republican,MAILLIARD,0.109999999,-0.611000001
83,5,CALIFOR,Democrat,SHELLEY,-0.358999997,0.086000003
83,6,CALIFOR,Democrat,CONDON,-0.499000013,0.412999988
83,7,CALIFOR,Republican,ALLEN  J.,0.187000006,-0.499000013
83,8,CALIFOR,Democrat,MILLER  G.,-0.388000011,0.252999991
83,9,CALIFOR,Republican,YOUNGER,0.256999999,-0.760999978
83,10,CALIFOR,Republican,GUBSER,0.184,-0.419
83,11,CALIFOR,Republican,JOHNSON LER,0.143999994,-0.335000008
83,12,CALIFOR,Republican,HUNTER,0.232999995,-0.254000008
83,13,CALIFOR,Republican,BRAMBLETT,0.294,-0.243000001
83,14,CALIFOR,Democrat,HAGEN  HARL,-0.211999997,-0.023
83,15,CALIFOR,Republican,MCDONOUGH,0.199000001,-0.360000014
83,16,CALIFOR,Republican,JACKSON,0.300999999,-0.463
83,17,CALIFOR,Democrat,KING  C.,-0.40200001,0.194999993
83,18,CALIFOR,Republican,HOSMER,0.196999997,-0.467999995
83,19,CALIFOR,Democrat,HOLIFIELD,-0.423000008,0.284000009
83,20,CALIFOR,Republican,HINSHAW,0.191,-0.338999987
83,21,CALIFOR,Republican,HIESTAND,0.35800001,-0.312999994
83,22,CALIFOR,Republican,HOLT,0.259000003,-0.382999986
83,23,CALIFOR,Democrat,DOYLE,-0.303000003,0.187999994
83,24,CALIFOR,Republican,LIPSCOMB,0.333999991,-0.384000003
83,25,CALIFOR,Republican,HILLINGS,0.243000001,-0.577000022
83,26,CALIFOR,Democrat,YORTY,-0.241999999,0.119999997
83,27,CALIFOR,Democrat,SHEPPARD,-0.210999995,0.303000003
83,28,CALIFOR,Republican,UTT,0.505999982,-0.166999996
83,29,CALIFOR,Republican,PHILLIPS,0.465999991,-0.277999997
83,30,CALIFOR,Republican,WILSON  R.,0.244000003,-0.40200001
83,1,COLORAD,Democrat,ROGERS  B.,-0.170000002,0.064000003
83,2,COLORAD,Republican,HILL,0.221000001,-0.193000004
83,3,COLORAD,Republican,CHENOWETH,0.195999995,-0.221000001
83,4,COLORAD,Democrat,ASPINALL,-0.268000007,0.400999993
83,1,CONNECT,Democrat,DODD,-0.240999997,-0.236000001
83,2,CONNECT,Republican,SEELY-BROWN,0.059,-0.754000008
83,3,CONNECT,Republican,CRETELLA,0.109999999,-0.726000011
83,4,CONNECT,Republican,MORANO,0.048,-0.926999986
83,5,CONNECT,Republican,PATTERSON,0.059999999,-0.73299998
83,99,CONNECT,Republican,SADLAK,0.148000002,-0.615999997
83,1,DELAWAR,Republican,WARBURTON,0.30399999,-0.908999979
83,1,FLORIDA,Democrat,CAMPBELL,-0.006,0.254000008
83,2,FLORIDA,Democrat,BENNETT  C.,-0.024,0.588999987
83,3,FLORIDA,Democrat,SIKES,-0.048,0.901000023
83,4,FLORIDA,Democrat,LANTAFF,-0.044,0.414000005
83,5,FLORIDA,Democrat,HERLONG,0.059999999,0.68900001
83,6,FLORIDA,Democrat,ROGERS  D.,0.037999999,0.726999998
83,7,FLORIDA,Democrat,HALEY,0.226999998,0.646000028
83,8,FLORIDA,Democrat,MATTHEWS,-0.055,0.887000024
83,1,GEORGIA,Democrat,PRESTON,-0.090000004,0.992999971
83,2,GEORGIA,Democrat,PILCHER,-0.092,0.950999975
83,3,GEORGIA,Democrat,FORRESTER,0.037999999,0.959999979
83,4,GEORGIA,Democrat,CAMP,-0.116999999,0.984000027
83,5,GEORGIA,Democrat,DAVIS  J.,0.143999994,0.897000015
83,6,GEORGIA,Democrat,VINSON,-0.104999997,0.870000005
83,7,GEORGIA,Democrat,LANHAM,-0.25,0.884000003
83,8,GEORGIA,Democrat,WHEELER,0.172999993,0.985000014
83,9,GEORGIA,Democrat,LANDRUM,-0.057,1.001999974
83,10,GEORGIA,Democrat,BROWN  P.,-0.111000001,1.001000047
83,1,IDAHO,Democrat,PFOST,-0.287,0.214000002
83,2,IDAHO,Republican,BUDGE,0.405000001,-0.167999998
83,1,ILLINOI,Democrat,DAWSON  W.L,-0.493000001,0.179000005
83,2,ILLINOI,Democrat,O'HARA  B.,-0.486999989,-0.114
83,3,ILLINOI,Republican,BUSBEY,0.444000006,-0.246999994
83,4,ILLINOI,Republican,MCVEY,0.388000011,-0.162
83,5,ILLINOI,Democrat,KLUCZYNSKI,-0.35800001,0.239999995
83,6,ILLINOI,Democrat,O'BRIEN  T.,-0.303000003,-0.130999997
83,7,ILLINOI,Democrat,BOWLER,-0.455000013,0.177000001
83,8,ILLINOI,Democrat,GORDON,-0.416999996,-0.022
83,9,ILLINOI,Democrat,YATES,-0.428000003,-0.398999989
83,10,ILLINOI,Republican,HOFFMAN  R.,0.296999991,-0.200000003
83,11,ILLINOI,Republican,SHEEHAN,0.287,-0.275000006
83,12,ILLINOI,Republican,JONAS  E.,0.254000008,-0.30399999
